Brand_Key,Sector,Ads
falconwood publications,Media & publishing (incl. The Economist),1
falkirk,Other / unclassified,1
famborough air show,Air travel & hotels,1
family fare savings,Other / unclassified,1
fai,Other / unclassified,1
fai insurances,Other / unclassified,1
failing supply,Other / unclassified,1
shamprogetti,Other / unclassified,1
shancri la international hotels resorts,Air travel & hotels,1
she s a fan,Other / unclassified,1
sheaffer anti smoking campaign,Other / unclassified,1
sheaffer s snorkel pens,Other / unclassified,1
shearson,Other / unclassified,1
sharaf,Other / unclassified,1
share fortune habit,Other / unclassified,1
share index reaches 633,Other / unclassified,1
share savings scheme department,Other / unclassified,1
shareholder renate what are you doing with our billion,Other / unclassified,1
sharelink,Other / unclassified,1
sharendider renate schutz what are you doing with our billion,Other / unclassified,1
shares,Other / unclassified,1
shares of common stock,Other / unclassified,1
sharjah insurance,Banking & finance,1
sharps,Other / unclassified,1
sharps pixley,Other / unclassified,1
arthur lipper,Other / unclassified,1
arthur pierre international,Other / unclassified,1
arvedi,Other / unclassified,1
arya,Other / unclassified,1
shell k 11,"Energy, industry & materials",1
shell small business,"Energy, industry & materials",1
shell solvents,"Energy, industry & materials",1
shell stanlow,"Energy, industry & materials",1
shaw intermix,Other / unclassified,1
asahi optical europe s a,Other / unclassified,1
asahi pentax s 3,Other / unclassified,1
asahi synthetic fibres ireland,Other / unclassified,1
asano cement,"Energy, industry & materials",1
shaw s efficiency devices,Other / unclassified,1
shb,Other / unclassified,1
she,Other / unclassified,1
sheraton park power,Air travel & hotels,1
sheffield business school,"Education, jobs & conferences",1
arthur d,Other / unclassified,1
arthur koestler,Other / unclassified,1
arthur lee sons,Other / unclassified,1
fairey aviation hayes middlesex,Air travel & hotels,1
fairey rotodyne,Other / unclassified,1
fairfax newspapers,Other / unclassified,1
fairflorida,Other / unclassified,1
fable of sage his critics,Other / unclassified,1
fable of star scraper,Other / unclassified,1
fable of well dressed man,Other / unclassified,1
fabrica argentina de alpargatas s a i c,Other / unclassified,1
fabrique nationale herstal s a,Other / unclassified,1
fabriques de tabac reunies,Other / unclassified,1
face future,Other / unclassified,1
shepherd wedderburn business holiday travel,Air travel & hotels,1
facit of sweden,Other / unclassified,1
factory production up 20 in queensland australia,Other / unclassified,1
facts,Other / unclassified,1
facts about canada,Other / unclassified,1
facts figures opinion,Other / unclassified,1
facts on file,Other / unclassified,1
faculty of business administration national university of singapore,"Education, jobs & conferences",1
faculty of social sciences,Other / unclassified,1
council of borough of kirklees,"Government, trade & development",1
council of engineering institutions,"Energy, industry & materials",1
council on foreign relations,"Government, trade & development",1
country banking in industrial revolution,Banking & finance,1
sheration hotels in latin america,Air travel & hotels,1
sheraton hotel,Air travel & hotels,1
sheraton hotel in latin america,Air travel & hotels,1
shopping centres,Other / unclassified,1
sherkate sahami jeepl,Other / unclassified,1
sherra a quality product with supercover,Other / unclassified,1
sherritt,Other / unclassified,1
sherritt iberia,Air travel & hotels,1
sherry from spain,Other / unclassified,1
sherwood press,Media & publishing (incl. The Economist),1
shields model roland,Other / unclassified,1
shikawajima,Other / unclassified,1
shinkar binzagar,Other / unclassified,1
shinkong synthetic fibers,Other / unclassified,1
shelldialogues,Other / unclassified,1
shelleconomistprize com,Other / unclassified,1
shelter,Other / unclassified,1
shepherd building service,Other / unclassified,1
shepherd taylor,Other / unclassified,1
arta en,Other / unclassified,1
arther d little management education institute,"Education, jobs & conferences",1
short curnow cuthbert,Other / unclassified,1
short loan mortgage,Other / unclassified,1
ship direct to mid america,Other / unclassified,1
ship finance,Banking & finance,1
ship new orleans port of all important savings,Other / unclassified,1
shipbuilding,Other / unclassified,1
shipbuilding mitsui engineering,"Energy, industry & materials",1
shipping industrial holdings,Autos & transport,1
shiprepairers to world,Other / unclassified,1
shipton automation manufacturing,Other / unclassified,1
shiseido,Other / unclassified,1
shlumberger,Other / unclassified,1
shobokshi group,Other / unclassified,1
shop world by mail,Other / unclassified,1
shut that,Other / unclassified,1
siam cement group,"Energy, industry & materials",1
siam fund,Banking & finance,1
siape icm,Other / unclassified,1
siba 77,Other / unclassified,1
sici ventes marina baie des anges,Other / unclassified,1
army officer,Other / unclassified,1
army university cadetship scheme,"Education, jobs & conferences",1
arnold mondadori editore,Other / unclassified,1
aroma chemical industry,"Energy, industry & materials",1
around world,Other / unclassified,1
around world businessmen speak for latin america,Other / unclassified,1
arpent slovenia,Other / unclassified,1
art of brevity,Other / unclassified,1
art of political deception,Other / unclassified,1
art technics,Other / unclassified,1
f green s commodity market comments,Other / unclassified,1
f h lloyd holdings,Other / unclassified,1
f n i e,Other / unclassified,1
sidney henschel,Other / unclassified,1
siebel proven crm proven results,Other / unclassified,1
siegelgale,Other / unclassified,1
sierra leone telecommunications,Technology & electronics,1
sific,Other / unclassified,1
armco overseas finance n v,Banking & finance,1
short sea crossings,Other / unclassified,1
shortening days,Other / unclassified,1
should you invest in commodities,Banking & finance,1
shouldn t we be on your short list,Other / unclassified,1
show denko k k,Other / unclassified,1
shuaacapital psc,Other / unclassified,1
shure electronics,Technology & electronics,1
signal companies,Other / unclassified,1
sicilian sun,Other / unclassified,1
sicob 61,Other / unclassified,1
sicob paris,Other / unclassified,1
sidal aluminium,"Energy, industry & materials",1
sidlavv industries,"Energy, industry & materials",1
country climax engines,Other / unclassified,1
country durham,Other / unclassified,1
f w woolworth,Other / unclassified,1
f w woolworth p l c,Other / unclassified,1
faber faber people seas ships,Other / unclassified,1
fable of lion who blinked,Other / unclassified,1
fable of restive horse,Other / unclassified,1
f c pitchard wood partners,Other / unclassified,1
f eberstadt,Other / unclassified,1
f g pritchard wood partners,Other / unclassified,1
extracts from annual report for 1971,Other / unclassified,1
silk cut with tobacco substitute,Luxury & consumer goods,1
silo ontario style,Other / unclassified,1
sils engadin,Other / unclassified,1
sils engadin first philippine capital fund,Banking & finance,1
sils maria,Other / unclassified,1
silverjet com,Other / unclassified,1
armed forces,Other / unclassified,1
armed forces of latin america adrian j english,Other / unclassified,1
armourcast,Other / unclassified,1
armourplate,Other / unclassified,1
arms for peace,Other / unclassified,1
army benevolent fund,Banking & finance,1
sig bergesen d y,Other / unclassified,1
sight sound,Other / unclassified,1
sign it post now,Other / unclassified,1
signat from fine luggage,Other / unclassified,1
signode,Other / unclassified,1
sigob,Other / unclassified,1
silent invasion,Other / unclassified,1
silicon logic circuits,Other / unclassified,1
f p special assets,Other / unclassified,1
f perkins peterborough england,Other / unclassified,1
f rstenhof,Other / unclassified,1
f s d of retirement,Other / unclassified,1
f s smithers,Other / unclassified,1
could you wake up to a disaster you know nothing about,Other / unclassified,1
council for advancement of arab british understanding,"Government, trade & development",1
council house coventry,"Government, trade & development",1
express newspapers,Other / unclassified,1
extending your business to australia,Other / unclassified,1
extra power behind britain s drive,"Energy, industry & materials",1
since 1920,Other / unclassified,1
sinclair zx80,Other / unclassified,1
sindh coal authority,"Government, trade & development",1
sines,Other / unclassified,1
aristocracy,Other / unclassified,1
sim engineering group,"Energy, industry & materials",1
sima,Other / unclassified,1
simamprogetti,Other / unclassified,1
simco money funds,Banking & finance,1
sime darby berhad,Other / unclassified,1
sime darby holdings,Other / unclassified,1
sime darby international finance n v,Banking & finance,1
sime dardy,Other / unclassified,1
simmonds precision,Other / unclassified,1
simon cavers chemical,"Energy, industry & materials",1
simonsen associados,Other / unclassified,1
export manager,"Government, trade & development",1
export package,"Government, trade & development",1
arlington london real investment,Banking & finance,1
armada cream sherry oloroso no,Other / unclassified,1
singapore 85,Other / unclassified,1
singapore business architect with global connections,Other / unclassified,1
singapore malaya economist by air,Air travel & hotels,1
are you miv prejudiced,Other / unclassified,1
area which offers more to industry,Other / unclassified,1
simplex investments,Banking & finance,1
simplify save succeed intel,Technology & electronics,1
simpson,Other / unclassified,1
simpson picadilly,Other / unclassified,1
sinagapore airlines,Air travel & hotels,1
sinamprogettii,Other / unclassified,1
since 1715,Other / unclassified,1
arizona,Other / unclassified,1
arj,Other / unclassified,1
arjo wiggins appleton,Other / unclassified,1
arkansas,Other / unclassified,1
arlandabanan rail link stockholm sweden,Other / unclassified,1
arlington a british aerospace,Other / unclassified,1
extracts from chairman s statement,Other / unclassified,1
